"id","MLDS","MLWS","R10mm","R20mm","Rx1day","Rx5day","R95p","R99p","Rtotal","SDII","maxDT","minDT","maxNT","minNT","DTR","SU","TR","CFD","WSDI","CSDI","T10p","T90p","rhum_06","rhum_09","rhum_12","rhum_15","rhum_18"
"Ka_rt1_1",7,14,14,0,19.6299991607666,60.3999996185303,137.91999912262,37.8999996185303,676.920001149178,5.45882813376375,30.2843566894531,22.833642578125,19.7733093261719,16.0263916015625,9,3,0,0,5,5,16.6930480957031,28.9268524169922,93.0561519622803,79.4147230784098,65.0206066555447,61.2335546811422,70.1763471391466
"Ka_rt1_2",7,29,20,2,23.6000003814697,60.3999996185303,181.73999786377,46.8700008392334,890.659997940063,6.1861904621327,30.2843566894531,22.4569641113281,19.7733093261719,16.0263916015625,8,3,0,0,5,5,16.8463592529297,28.896664428711,93.0452096637927,79.8010298477976,66.101678306178,61.797033761677,69.5792896471525
"Ka_rt1_3",7,35,20,2,23.6000003814697,60.3999996185303,166.799998283386,46.8700008392334,864.11999797821,6.38246375376332,30.2843566894531,22.4569641113281,19.7733093261719,16.0263916015625,8,3,0,0,5,6,16.9163665771485,28.9327911376953,92.9153475814991,79.9107829318957,66.1864325919848,61.7467607112413,69.1895340480162
"Ka_rt1_4",7,50,19,2,23.6000003814697,60.3999996185303,163.36999797821,46.8700008392334,867.329997301102,6.53888886913105,30.2843566894531,22.4569641113281,19.7733093261719,16.20888671875,8,3,0,0,5,5,17.0472229003906,28.9476379394531,92.858954677692,80.1762849223407,66.6787155239568,62.2022519525076,69.1110724741324
"Ka_rt2_1",10,50,17,3,23.6000003814697,58.3099996894598,165.609999656677,46.8700008392334,832.259998321533,6.63351561092713,29.4330688476563,22.3818603515625,19.0609680175781,15.9338928222656,7,0,0,0,3,4,16.4721374511719,26.1878845214844,92.9140608620509,81.9392192215569,70.6787986755371,67.8750989019534,72.6898095297948
"Ka_rt2_2",10,22,14,1,21.0300006866455,46.5099997520447,135.549999237061,38.1100006103516,708.899999141693,5.97762294251044,27.5158325195313,22.3818603515625,18.6098571777344,15.9338928222656,7,0,0,0,3,4,16.4625732421875,26.3496276855469,93.2239012206342,81.7573615251961,70.2684358068779,68.2669862219169,73.5513535839016
"Ka_rt2_3",10,16,12,1,21.0300006866455,46.5099997520447,131.39999961853,38.1100006103516,678.579999089241,5.69715446273122,27.5158325195313,22.3818603515625,18.6098571777344,15.9338928222656,7,0,0,0,4,4,16.461328125,26.4264465332031,93.2449238814043,81.4301638102663,69.8407815543328,67.7454516163188,73.4727164842806
"Ka_rt2_4",10,15,9,2,49.2200012207031,72.5900015830994,166.890000343323,70.2500019073486,679.430000185966,5.79834710754269,27.521142578125,22.3818603515625,18.4790893554688,15.9338928222656,8,0,0,0,4,3,16.4510986328125,26.5215209960938,93.2854011578267,81.1372494830766,69.3487097244689,67.566785354188,73.5731793622065
"Mb_fp_1",32,12,17,2,27.0900001525879,49.650000333786,348.49000453949,110.289999961853,1153.2500026226,4.96376519252052,30.1127258300781,21.9459777832031,17.7726684570313,14.6032958984375,10,1,0,0,10,4,15.2257720947266,28.1827087402344,82.62160876713,66.8486732958097,46.4864515680755,48.2905037163863,52.9419735542218
"Mb_fp_2",32,12,17,2,27.0900001525879,49.650000333786,366.060004234314,123.039999961853,1173.78000295162,4.91763780656175,30.1127258300781,21.9459777832031,17.7726684570313,14.6032958984375,10,1,0,0,10,4,15.2290283203125,28.1313598632813,82.6226028455035,66.8392837043623,46.4609308574923,48.3084493102521,52.9199135845178
"Mb_fp_3",32,12,17,2,27.0900001525879,49.650000333786,357.280004501343,110.289999961853,1163.19000267982,4.93211156411831,30.1127258300781,21.9459777832031,17.7726684570313,14.6032958984375,10,1,0,0,10,4,15.2276611328125,28.1502258300781,82.6208701318052,66.852696644759,46.5153106433003,48.2795436378287,52.89055381262
"Mb_fp_4",32,12,17,2,27.0900001525879,49.650000333786,348.49000453949,110.289999961853,1153.2500026226,4.96376519252052,30.1127258300781,21.9459777832031,17.7726684570313,14.6032958984375,10,1,0,0,10,4,15.2255920410156,28.1874816894531,82.6162166959078,66.8491089951434,46.4975687420348,48.3085591069954,52.9608203914384
"Mb_rt1_1",20,20,9,2,21.6700000762939,55.2600011825562,148.320001602173,41.6800003051758,554.080002903938,5.71690002860501,29.4348693847656,21.07216796875,17.3990112304688,13.5104919433594,9,0,0,0,5,3,15.3393310546875,27.5907287597656,86.6287391456398,74.5691609975454,54.0964627652555,55.1049518275905,58.76249995876
"Mb_rt1_2",23,20,9,2,21.6700000762939,55.2600011825562,137.43000125885,41.6800003051758,533.550002574921,5.89978497361224,29.4348693847656,21.07216796875,17.3990112304688,13.5104919433594,9,0,0,0,5,3,15.3273376464844,27.5660827636719,87.1178630056557,75.5904319154704,55.1217841165929,55.8030618304855,59.5204070857697
"Mb_rt1_3",24,20,9,2,21.6700000762939,55.2600011825562,137.43000125885,41.6800003051758,556.670002698898,5.7895959866506,29.4348693847656,21.07216796875,17.3990112304688,13.5104919433594,9,0,0,0,5,4,15.2816467285156,27.5294128417969,86.8655774846423,75.0782850467959,54.342403518421,55.2679802239274,59.2846812669125
"Mb_rt1_4",24,20,9,2,21.6700000762939,55.2600011825562,158.570001602173,59.4700012207031,566.610002756119,5.68116507500193,29.4348693847656,21.07216796875,17.3990112304688,13.5104919433594,9,0,0,0,5,4,15.2601135253906,27.5322509765625,86.3623434358042,74.0908474475879,53.4291949906373,54.1517077103037,58.0899746711618
"Mb_rt2_1",37,13,16,1,23.7900009155273,53.6700000762939,172.780000686646,56.0900011062622,615.540000677109,5.3983193336039,29.2276245117188,22.5779968261719,17.2314392089844,13.483544921875,10,0,0,0,7,4,14.8297790527344,27.3305541992188,85.0184411882855,68.9095642377143,49.4974352465514,52.2519197583697,56.1685933228816
"Mb_rt2_2",37,13,16,1,23.7900009155273,53.6700000762939,172.780000686646,56.0900011062622,610.830000638962,5.49293104013235,28.9231506347656,22.5779968261719,17.2314392089844,13.483544921875,10,0,0,0,9,4,14.8156921386719,27.2705291748047,85.2028546374777,68.9544911094334,49.5888583971106,52.6377068478128,56.6190367159636
"Mb_rt2_3",34,13,16,1,23.7900009155273,53.6700000762939,160.840001106262,56.0900011062622,594.61000084877,5.62154546232725,28.309228515625,22.5779968261719,17.2314392089844,13.483544921875,10,0,0,0,4,4,14.8129089355469,27.078955078125,85.3059026362223,68.7134045140025,49.5313663208884,53.2277181251197,57.1944570952055
"Mb_rt2_4",28,13,16,1,23.7900009155273,53.6700000762939,160.840001106262,56.0900011062622,603.010000824928,5.42060345539759,29.2276245117188,22.5779968261719,17.2314392089844,13.483544921875,10,0,0,0,7,4,14.8427978515625,27.3261657714844,85.1581221187816,68.9010058614463,49.7313234320593,52.9062488693997,56.606516842389
"Mt_fp_1",188,19,34,11,35.7700004577637,101.800001144409,616.98999786377,194.069999694824,1265.82999873161,7.49745663956368,36.5204406738281,23.9340454101563,25.8779846191406,14.3795715332031,10,388,1,0,22,19,16.7674346923828,34.2537017822266,68.6418977190809,54.7911382942665,41.3388329308207,38.7699656690039,44.8232917931022
"Mt_fp_2",188,17,30,9,35.7700004577637,88.1300010681152,566.459997177124,189.269998550415,1121.49999821186,7.29082277312262,36.5204406738281,23.9340454101563,25.8779846191406,14.3795715332031,10,388,1,0,22,19,16.7414245605469,34.2767639160156,68.0912537253892,54.0654320097492,40.4085779742269,37.8039631283899,44.0321321472502
"Mt_fp_3",188,17,33,10,35.7700004577637,101.800001144409,600.719997406006,190.170000076294,1218.63999843597,7.39106507915673,36.5204406738281,23.9340454101563,25.8779846191406,14.3795715332031,10,388,1,0,22,19,16.7470428466797,34.2648162841797,68.4445055624155,54.5350604306735,41.0314430530255,38.4587376550528,44.5586382851234
"Mt_fp_4",188,17,27,7,31.2800006866455,72.4600002169609,493.8899974823,167.309997558594,956.019997358322,6.88027970178925,36.5204406738281,23.9340454101563,25.8779846191406,14.3795715332031,10,387,1,0,22,19,16.71591796875,34.3033935546875,67.5640428173927,53.4196113278789,39.5668017602736,36.8474038616303,43.2394094313345
"Mt_rt1_1",115,20,8,6,36.7700004577637,83.4100005626678,254.609999656677,91.0300006866455,501.629999518394,7.86292306932692,32.95107421875,23.6483093261719,22.6437316894531,13.6582885742188,10,50,0,0,6,12,16.0249877929688,31.2951904296875,74.7241737905857,60.822822064425,49.190833547474,45.0597632880759,50.8992143732257
"Mt_rt1_2",81,20,12,8,36.7700004577637,83.4100005626678,258.410001754761,93.3500003814697,655.420000076294,8.21629629679668,31.5069519042969,23.6483093261719,22.6437316894531,13.6582885742188,9,16,0,0,6,6,15.8562255859375,29.7647338867188,78.7825578570936,65.5266236665717,54.9906801561419,51.4991286519612,56.7648009523821
"Mt_rt1_3",103,20,9,7,36.7700004577637,83.4100005626678,251.480000495911,93.3500003814697,554.809999585152,8.07014285070556,32.3043762207031,23.6483093261719,22.6437316894531,13.6582885742188,9,38,0,0,8,8,15.9427825927735,30.9605377197266,76.1203174937855,62.3763055974787,51.0791566328569,47.1195483251051,52.8053510232405
"Mt_rt1_4",30,20,16,10,36.7700004577637,101.800001144409,247.230001449585,72.5400009155273,827.640001654625,8.75010418282667,31.2247253417969,23.6483093261719,22.6437316894531,14.8059936523438,7,12,0,0,6,10,17.5859191894531,29.7302307128906,82.7644999875861,70.8262769623665,62.0595020466605,60.1898511250814,64.2436162011098
"Mt_rt2_1",43,18,24,4,27.3400001525879,73.6199989318848,180.719997406006,51.9699993133545,630.779997825623,8.32922075265511,35.5750671386719,25.0060363769531,24.4208923339844,18.7470031738281,9,90,0,0,5,3,20.1238525390625,34.2739410400391,72.2001331811664,60.3753126517109,48.3469797441329,47.4502421083121,51.4487272679121
"Mt_rt2_2",77,18,20,4,27.3400001525879,73.6199989318848,195.219997406006,51.9699993133545,562.50999724865,8.42249996143886,35.5750671386719,25.0060363769531,24.4208923339844,17.0111938476563,9,124,0,0,5,17,18.5588684082031,34.213623046875,68.7486043436273,56.4540507708709,43.7575610978954,41.8303809432209,46.1382336205032
"Mt_rt2_3",55,18,12,3,27.3400001525879,73.6199989318848,153.579998016357,51.9699993133545,383.709998130798,8.50043474384786,35.5750671386719,25.1462036132813,24.4208923339844,18.2552124023438,10,100,0,0,4,12,19.8019226074219,34.4106872558594,66.0378307262501,53.6306296395255,40.857083100539,39.3120408358274,43.8023603479345
"Mt_rt2_4",128,11,8,2,27.3400001525879,73.6199989318848,159.469999313354,49.5,228.32999932766,9.0107692076753,35.5750671386719,26.1733947753906,24.4208923339844,13.6582885742188,11,125,0,0,5,13,16.2264221191406,34.2234252929688,62.5929943670041,48.4152158908743,34.0230713193379,30.1972667502348,36.2415966760545
"Ma_fp_1",28,24,22,6,50.1599998474121,89.4899998903275,575.380000114441,255.680004119873,1719.50999879837,5.85118210336533,30.9773498535156,22.569970703125,19.3006225585938,13.4636169433594,10,6,0,0,13,7,15.2151428222656,28.7828552246094,90.6537368564024,74.7283393239767,57.6941043621224,56.3313537758217,64.1396438809023
"Ma_fp_2",28,24,22,6,50.1599998474121,89.4899998903275,575.380000114441,255.680004119873,1747.01999926567,5.8467610025919,30.9773498535156,22.569970703125,19.3006225585938,13.4636169433594,10,6,0,0,13,7,15.2213256835938,28.7955993652344,90.6720975971908,74.7767659413729,57.7207987915698,56.3677468855604,64.1690757092812
"Ma_fp_3",28,24,21,6,50.1599998474121,89.4899998903275,527.070000648499,236.890003204346,1550.92999899387,6.05653136061346,30.9773498535156,22.569970703125,19.3006225585938,13.4636169433594,10,6,0,0,13,7,15.181283569336,28.6750427246094,90.3658488782247,74.1578604888916,57.2614182631175,55.9791727924347,63.6430997276306
"Ma_fp_4",28,24,20,6,50.1599998474121,89.4899998903275,508.279999732971,236.890003204346,1454.34999752045,6.04313724438349,30.9773498535156,22.569970703125,19.3006225585938,13.4636169433594,10,6,0,0,13,7,15.1807800292969,28.7156799316407,90.1612050272976,73.9790776879163,56.9302849695216,55.6283927038183,63.2436581682704
"Ma_rt1_1",35,13,10,1,35.8600006103516,74.0400004386902,171.190001487732,55.5500011444092,539.78000164032,6.28613638139161,29.4301391601563,22.1786743164063,18.296533203125,13.0400329589844,10,0,0,0,2,4,14.8256469726563,27.7105346679688,90.261799131121,74.9708712860778,58.2938019050347,58.1539052816538,65.1918097275954
"Ma_rt1_2",35,13,14,2,35.8600006103516,74.0400004386902,214.690001487732,87.8700008392334,755.999999523163,6.62483050413745,28.914208984375,22.1786743164063,18.296533203125,13.0400329589844,10,0,0,0,2,4,14.7713531494141,27.6257476806641,91.2968936659332,75.1543485690386,59.3816520821335,59.2657379085182,66.0927779857929
"Ma_rt1_3",24,13,9,1,35.8600006103516,74.0400004386902,175.390001296997,73.8900012969971,642.910001516342,5.80534483805492,29.7698913574219,22.1786743164063,18.9426818847656,13.0400329589844,10,0,0,0,12,4,15.4405853271485,28.6721405029297,92.9893768383906,79.0401177222912,61.8318051374876,61.4320327502031,69.4233607512254
"Ma_rt1_4",24,13,11,1,35.8600006103516,74.0400004386902,199.270001411438,74.3400020599365,755.290002584457,5.88850747937086,29.7698913574219,22.1786743164063,18.9426818847656,13.0400329589844,10,0,0,0,13,4,15.4213012695313,28.5150451660156,93.2428662214156,78.9650560141633,62.2283497593434,61.7660273277708,69.8409268948142
"Ma_rt2_1",14,8,16,1,32.3199996948242,49.3599996566772,181.900001525879,70.8299999237061,710.520000100136,5.90101562561176,31.1704650878906,23.2704711914063,19.0782409667969,14.2473388671875,10,14,0,0,11,4,15.2881469726563,29.4643981933594,93.6558259189389,77.7072168208626,61.1109952135378,59.4300560264088,66.1870573618527
"Ma_rt2_2",14,8,12,0,19.4400005340576,36.5500004291534,134.100001335144,38.5100002288818,550.269999861717,5.27702702553356,31.1704650878906,23.8377624511719,19.0782409667969,14.8003479003906,10,14,0,0,11,3,15.8028381347656,29.7380279541016,93.3358288389264,78.3741877392085,61.0795156112825,59.1013298227329,65.8009925225768
"Ma_rt2_4",35,8,12,1,32.3199996948242,49.3599996566772,141.900000572205,47.1300001144409,580.919998884201,6.11212120128024,28.6001220703125,23.2704711914063,17.9845825195313,13.8254028320313,10,0,0,0,2,4,14.8270935058594,27.6778442382813,91.3251123170595,73.9017109432736,59.1478969883274,58.2452433611896,64.8350816881334
"Ma_rt3_4",14,7,5,0,19.4400005340576,30.2799996733665,80.4900007247925,38.5100002288818,169.110000610352,4.85825001480989,31.1704650878906,24.4887023925781,19.0782409667969,14.8003479003906,11,14,0,0,6,3,16.1579406738281,30.1521789550781,92.7583570758116,78.1684816230848,58.2003535298468,54.7670189200096,61.5808116949878
"Ta_fp_1",63,38,72,65,197.110000610352,486.660017967224,2034.39000701904,943.800010681152,4561.27001094818,15.5759060769873,27.0182434082031,15.9924255371094,17.4262634277344,11.35634765625,7,0,0,0,18,9,12.1297637939453,24.7202728271485,87.381999352773,82.6822286287943,71.3540391349792,63.2082596874237,68.4937824249268
"Ta_fp_2",63,38,65,60,197.110000610352,486.660017967224,2004.00000762939,943.800010681152,4280.90001249313,15.8590909544988,27.0182434082031,15.9924255371094,17.4262634277344,11.35634765625,6,0,0,0,18,9,12.1184631347656,24.7740783691406,87.6061315354689,82.9887596209706,71.6813768885991,63.4447231094387,68.5931258573483
"Ta_fp_3",63,38,69,65,197.110000610352,486.660017967224,2034.39000701904,943.800010681152,4491.83001089096,15.766137968569,27.0182434082031,15.9924255371094,17.4262634277344,11.35634765625,6,0,0,0,18,9,12.1264190673828,24.743734741211,87.4553834618749,82.8477537503114,71.5284803106978,63.3313707757641,68.5409982848812
"Ta_fp_4",63,38,66,61,197.110000610352,486.660017967224,2032.26000785828,943.800010681152,4331.41001200676,15.7562857571457,27.0182434082031,15.9924255371094,17.4262634277344,11.35634765625,6,0,0,0,18,9,12.120590209961,24.7634490966797,87.5442157692926,82.9466640760809,71.6232542450895,63.4101369110579,68.5809288549259
"Ta_rt1_1",23,26,46,33,135.690002441406,314.010000228882,710.279998779297,260.240001678467,2233.95999884605,17.0493232998017,27.0322204589844,14.3303161621094,17.4851318359375,11.3572021484375,6,0,0,0,5,8,12.3472839355469,25.6790344238281,88.0831019787078,80.5396931749709,70.6716530333174,63.7853412384682,67.2540291319502
"Ta_rt1_2",14,32,53,39,135.690002441406,314.010000228882,752.98999786377,260.240001678467,2540.87999796867,16.4802563969786,27.0322204589844,14.3303161621094,17.4851318359375,11.8215881347656,6,0,0,0,5,6,12.9048461914063,25.6527954101563,87.0106131971375,79.4148014478447,69.3060598452229,62.7927529673931,66.9840897016289
"Ta_rt1_3",25,26,50,33,135.690002441406,314.010000228882,793.619998931885,260.240001678467,2333.80999815464,16.0416216092763,27.0322204589844,14.3303161621094,17.4851318359375,11.3572021484375,6,0,0,0,5,7,12.0472595214844,25.5397003173828,88.9777614983329,81.2404341593276,71.425146144672,64.0384159784247,67.2497056139647
"Ta_rt1_4",14,27,52,37,135.690002441406,314.010000228882,752.98999786377,260.240001678467,2464.29999780655,16.5255628991379,27.0322204589844,14.3303161621094,17.4851318359375,11.3572021484375,6,0,0,0,5,6,12.7220336914063,25.6381469726563,87.426953659683,79.7579136832816,69.7273146207215,63.0410380128954,67.0462188251683
"Ta_rt2_1",17,30,27,29,168.550003051758,304.940000534058,610.6399974823,280.110000610352,1699.81999564171,14.6378813190544,27.2160583496094,16.7660461425781,17.6265808105469,11.3587585449219,7,0,0,0,9,9,12.158837890625,24.8582824707031,90.2249277569921,77.3581085398718,64.6801341487672,56.785125345143,59.5586867743942
"Ta_rt2_2",19,13,15,16,168.550003051758,304.940000534058,488.849998474121,280.110000610352,1014.5099978447,15.0843477949662,24.8061767578125,15.7712036132813,16.2316528320313,11.3572021484375,7,0,0,0,5,5,11.8828857421875,23.8274108886719,92.5944777649718,81.8154949336857,70.1365298729438,60.4556025220202,62.3843247302167
"Ta_rt2_3",12,29,21,19,168.550003051758,304.940000534058,476.469997406006,280.110000610352,1194.28999650478,15.5221794420758,24.8061767578125,16.7660461425781,16.6877380371094,12.0849853515625,7,0,0,0,2,3,12.6747680664063,24.1945373535156,90.3490271839669,77.5011291503906,64.7635960772755,56.4582931084362,59.4717263012398
"Ta_rt2_4",17,30,26,28,168.550003051758,304.940000534058,610.6399974823,280.110000610352,1612.81999588013,15.4603773196456,25.4306884765625,15.7712036132813,17.3149963378906,11.3572021484375,7,0,0,0,3,6,11.9393707275391,24.3654113769531,91.1032030659337,79.2433501828101,67.0600349057105,58.6713998650992,60.9955020207231
